TERYT;PROVINCE;NAME;REG_VOTERS;VOTES;VOTES_SPOIL;V_KO;V_LEWICA;V_POLEXIT;V_JEDN;V_PIS;V_WIOSNA;V_KORWIN;V_KUKIZ;V_GWIA
41604;Kujawsko-Pomorskie;gm. Lubiewo;4683;1778;20;511;14;;;1002;75;76;80;
41605;Kujawsko-Pomorskie;gm. Œliwice;4382;1788;31;522;8;;;1033;65;67;62;
41606;Kujawsko-Pomorskie;gm. Tuchola;15701;6634;69;2693;65;;;2990;308;266;243;
41701;Kujawsko-Pomorskie;m. W¹brzeŸno;10387;4012;33;2056;56;;;1309;270;127;161;
41702;Kujawsko-Pomorskie;gm. Dêbowa £¹ka;2532;726;15;199;7;;;369;31;41;64;
41703;Kujawsko-Pomorskie;gm. Ksi¹¿ki;3314;1057;5;323;10;;;564;61;39;55;
41704;Kujawsko-Pomorskie;gm. P³u¿nica;3790;1179;18;396;26;;;576;69;39;55;
41705;Kujawsko-Pomorskie;gm. Ryñsk;6744;2080;25;625;38;;;1045;133;91;123;
41801;Kujawsko-Pomorskie;m. Kowal;2843;1185;20;467;14;;;505;84;41;54;
41802;Kujawsko-Pomorskie;gm. Baruchowo;2834;915;16;235;5;;;564;43;26;26;
41803;Kujawsko-Pomorskie;gm. Boniewo;2787;896;18;297;9;;;494;21;20;37;
41804;Kujawsko-Pomorskie;gm. Brzeœæ Kujawski;9447;3403;35;1365;50;;;1481;227;119;126;
41805;Kujawsko-Pomorskie;gm. Choceñ;6495;1916;36;658;32;;;972;88;62;68;
41806;Kujawsko-Pomorskie;gm. Chodecz;5002;1421;14;431;46;;;774;73;35;48;
41807;Kujawsko-Pomorskie;gm. Fabianki;7800;2818;29;1388;30;;;1020;192;92;67;
41808;Kujawsko-Pomorskie;gm. Izbica Kujawska;6112;1967;16;467;20;;;1279;74;55;56;
41809;Kujawsko-Pomorskie;gm. Kowal;3234;1017;10;272;15;;;605;63;21;31;
41810;Kujawsko-Pomorskie;gm. Lubanie;3718;1343;11;332;18;;;836;66;39;41;
41811;Kujawsko-Pomorskie;gm. Lubieñ Kujawski;6054;1827;37;453;29;;;1085;77;62;84;
41812;Kujawsko-Pomorskie;gm. Lubraniec;7812;2731;41;828;32;;;1526;129;66;109;
41813;Kujawsko-Pomorskie;gm. W³oc³awek;5838;2081;26;882;19;;;895;136;55;68;
41901;Kujawsko-Pomorskie;gm. Barcin;11408;4221;43;2178;38;;;1434;248;148;132;
41902;Kujawsko-Pomorskie;gm. G¹sawa;4201;1513;27;519;19;;;788;57;53;50;
41903;Kujawsko-Pomorskie;gm. Janowiec Wielkopolski;7123;2514;42;933;33;;;1154;162;76;114;
41904;Kujawsko-Pomorskie;gm. £abiszyn;7826;2951;43;1150;39;;;1341;171;111;96;
41905;Kujawsko-Pomorskie;gm. Rogowo;5370;2060;38;827;19;;;964;89;65;58;
41906;Kujawsko-Pomorskie;gm. ¯nin;19258;7370;103;2884;74;;;3465;359;285;200;
46101;Kujawsko-Pomorskie;m. Bydgoszcz;262817;134706;673;71087;1348;;;43345;8692;5688;3873;
46201;Kujawsko-Pomorskie;m. Grudzi¹dz;69974;28594;185;14835;285;;;9587;1907;947;848;
46301;Kujawsko-Pomorskie;m. Toruñ;150200;78183;423;40496;1113;;;24951;5504;3283;2413;
46401;Kujawsko-Pomorskie;m. W³oc³awek;87059;36320;268;18333;408;;;12219;2634;1475;983;
60101;Lubelskie;m. Miêdzyrzec Podlaski;13510;6174;63;1672;29;;;3820;116;259;176;39
60102;Lubelskie;m. Terespol;4569;2091;28;823;14;;;972;49;85;67;53
60103;Lubelskie;gm. Bia³a Podlaska;11278;4914;46;1612;24;;;2721;95;233;149;34
60104;Lubelskie;gm. Drelów;4333;1624;28;283;9;;;1141;26;64;65;8
60105;Lubelskie;gm. Janów Podlaski;4191;1641;19;522;9;;;922;30;73;64;2
60106;Lubelskie;gm. Kodeñ;3247;1373;37;403;8;;;837;20;35;28;5
60107;Lubelskie;gm. Konstantynów;3310;1352;38;386;10;;;803;29;39;32;15
60108;Lubelskie;gm. Leœna Podlaska;3452;1432;17;326;10;;;966;16;42;46;9
60109;Lubelskie;gm. £omazy;4149;1771;27;363;11;;;1052;37;46;224;11
60110;Lubelskie;gm. Miêdzyrzec Podlaski;8198;3584;58;587;12;;;2647;43;124;103;10
60111;Lubelskie;gm. Piszczac;5867;2185;37;491;10;;;1458;46;65;64;14
60112;Lubelskie;gm. Rokitno;2430;911;17;227;10;;;570;13;31;39;4
60113;Lubelskie;gm. Rossosz;1875;840;10;148;4;;;587;11;32;43;5
60114;Lubelskie;gm. S³awatycze;1963;792;19;237;7;;;467;17;20;21;4
60115;Lubelskie;gm. Sosnówka;2084;678;11;185;2;;;413;14;22;27;4
60116;Lubelskie;gm. Terespol;5347;2227;36;526;12;;;1450;38;80;71;14
60117;Lubelskie;gm. Tuczna;2586;936;10;197;3;;;630;12;38;46;0
60118;Lubelskie;gm. Wisznice;4112;1737;21;498;7;;;1035;47;61;57;11
60119;Lubelskie;gm. Zalesie;3570;1373;28;413;4;;;831;18;44;31;4
60201;Lubelskie;m. Bi³goraj;21308;9903;76;3201;49;;;5193;337;536;463;48
60202;Lubelskie;gm. Aleksandrów;2612;1093;10;131;2;;;828;16;59;43;4
60203;Lubelskie;gm. Bi³goraj;10594;4718;46;828;20;;;3327;72;226;175;24
60204;Lubelskie;gm. Biszcza;3187;1323;14;202;5;;;973;23;46;49;11
60205;Lubelskie;gm. Frampol;5098;2069;33;326;16;;;1472;38;97;78;9
60206;Lubelskie;gm. Goraj;3458;1506;22;183;12;;;1151;18;74;37;9
60207;Lubelskie;gm. Józefów;5775;2175;42;507;14;;;1329;67;82;127;7
60208;Lubelskie;gm. Ksiê¿pol;5532;2259;30;297;10;;;1627;47;117;119;12
60209;Lubelskie;gm. £ukowa;3517;1490;16;205;7;;;1143;15;51;49;4
60210;Lubelskie;gm. Obsza;3480;1394;20;172;10;;;1070;17;55;47;3
60211;Lubelskie;gm. Potok Górny;4596;2009;21;183;11;;;1628;18;68;76;4
60212;Lubelskie;gm. Tarnogród;5434;2431;28;470;9;;;1682;39;91;109;3
60213;Lubelskie;gm. Tereszpol;3202;1287;9;260;5;;;900;19;36;55;3
60214;Lubelskie;gm. Turobin;5235;2588;23;330;9;;;2016;25;91;76;18
60301;Lubelskie;m. Rejowiec Fabryczny;3631;1224;24;338;10;;;731;45;34;34;8
60302;Lubelskie;gm. Bia³opole;2448;817;10;165;12;;;555;24;29;20;2
60303;Lubelskie;gm. Che³m;11568;4528;48;1153;40;;;2711;120;223;198;35
60304;Lubelskie;gm. Dorohusk;5219;2001;50;328;20;;;1376;50;86;72;19
60305;Lubelskie;gm. Dubienka;2035;740;11;217;19;;;408;29;41;13;2
60306;Lubelskie;gm. Kamieñ;3352;1180;19;223;8;;;805;38;48;36;3
60307;Lubelskie;gm. Leœniowice;3051;1005;21;268;7;;;607;29;27;43;3
60308;Lubelskie;gm. Rejowiec Fabryczny;3471;1122;10;202;7;;;828;25;28;18;4
60309;Lubelskie;gm. Ruda-Huta;3660;1303;21;369;11;;;771;20;58;44;9
60310;Lubelskie;gm. Sawin;4520;1513;26;308;9;;;1003;50;50;61;6
60311;Lubelskie;gm. Siedliszcze;5454;1689;52;293;14;;;1158;48;60;55;9
60312;Lubelskie;gm. Wierzbica;4185;1486;24;246;8;;;1045;38;59;61;5
60313;Lubelskie;gm. Wojs³awice;3208;1146;14;171;10;;;863;17;35;30;6
60314;Lubelskie;gm. ¯mudŸ;2586;828;13;188;5;;;539;13;32;34;4
60315;Lubelskie;gm. Rejowiec;5169;1680;23;346;19;;;1091;61;70;58;12
60401;Lubelskie;m. Hrubieszów;15137;6017;57;2117;41;;;3015;231;223;299;34
60402;Lubelskie;gm. Do³hobyczów;4557;1507;17;340;12;;;1002;21;37;69;9
60403;Lubelskie;gm. Horod³o;4295;1357;31;274;13;;;907;24;45;58;5
60404;Lubelskie;gm. Hrubieszów;8331;2904;43;519;19;;;2004;56;91;163;9
60405;Lubelskie;gm. Mircze;6095;2100;35;458;14;;;1379;39;53;112;10
60406;Lubelskie;gm. Trzeszczany;3511;1251;14;211;6;;;919;25;24;48;4
60407;Lubelskie;gm. Uchanie;3845;1493;29;191;9;;;1139;30;42;49;4
60408;Lubelskie;gm. Werbkowice;7863;2938;32;481;16;;;2043;60;93;194;19
60501;Lubelskie;gm. Batorz;2694;1332;16;175;4;;;1046;7;50;27;7
60502;Lubelskie;gm. Chrzanów;2414;1378;6;88;8;;;1204;5;31;34;2
60503;Lubelskie;gm. Dzwola;5137;2634;35;179;13;;;2208;14;108;72;5
60504;Lubelskie;gm. Godziszów;4777;2813;23;133;7;;;2468;14;94;73;1
60505;Lubelskie;gm. Janów Lubelski;13046;6237;66;1290;28;;;4198;139;300;176;40
60506;Lubelskie;gm. Modliborzyce;5758;2436;38;370;19;;;1785;38;94;81;11
60507;Lubelskie;gm. Potok Wielki;3864;1486;23;197;9;;;1138;13;51;48;7
60601;Lubelskie;m. Krasnystaw;15826;6573;67;2393;52;;;3182;275;335;232;37
60602;Lubelskie;gm. Fajs³awice;3827;1750;21;262;12;;;1275;44;77;51;8
60603;Lubelskie;gm. Gorzków;2984;1207;13;261;10;;;763;28;50;73;9
60604;Lubelskie;gm. Izbica;6860;2590;36;426;23;;;1825;79;93;92;16
60605;Lubelskie;gm. Krasnystaw;7075;2663;36;600;17;;;1675;86;117;117;15
60606;Lubelskie;gm. Kraœniczyn;3196;1173;27;243;15;;;747;36;50;46;9
60607;Lubelskie;gm. £opiennik Górny;3336;1242;18;165;6;;;932;27;49;42;3
60609;Lubelskie;gm. Rudnik;2600;950;12;157;3;;;682;22;27;35;12
60610;Lubelskie;gm. Siennica Ró¿ana;3490;1277;29;410;4;;;688;40;45;53;8
60611;Lubelskie;gm. ¯ó³kiewka;4612;1705;36;249;11;;;1287;30;38;46;8
60701;Lubelskie;m. Kraœnik;27929;12642;136;4100;123;;;6877;386;507;459;54
60702;Lubelskie;gm. Annopol;7085;2866;64;575;23;;;1954;78;82;73;17
60703;Lubelskie;gm. Dzierzkowice;4301;1899;16;399;9;;;1254;47;80;81;13
60704;Lubelskie;gm. Goœcieradów;5829;2260;43;432;20;;;1581;41;65;63;15
60705;Lubelskie;gm. Kraœnik;5825;2500;37;530;14;;;1663;48;110;80;18
60706;Lubelskie;gm. Szastarka;4773;2133;30;227;13;;;1741;25;38;52;7
60707;Lubelskie;gm. Trzydnik Du¿y;5263;2021;27;372;28;;;1406;50;65;63;10
60708;Lubelskie;gm. Urzêdów;7018;3042;48;567;14;;;2074;45;112;161;21
60709;Lubelskie;gm. Wilko³az;4372;2063;23;262;10;;;1550;31;98;79;10
60710;Lubelskie;gm. Zakrzówek;5322;2203;19;357;5;;;1612;35;91;73;11
60801;Lubelskie;m. Lubartów;17402;8381;64;2872;68;;;4174;394;430;289;90
60802;Lubelskie;gm. Abramów;3359;1523;19;167;9;;;1164;19;68;64;13
60803;Lubelskie;gm. Firlej;4755;1860;22;338;21;;;1249;45;114;49;22
60804;Lubelskie;gm. Jeziorzany;2269;887;12;138;6;;;675;10;20;21;5
60805;Lubelskie;gm. Kamionka;5168;2061;46;448;20;;;1294;81;90;71;11
60806;Lubelskie;gm. Kock;5212;2093;27;328;7;;;1518;39;71;85;18
60807;Lubelskie;gm. Lubartów;9012;3768;52;834;20;;;2368;133;186;150;25
60808;Lubelskie;gm. Michów;4976;1961;25;326;15;;;1438;33;66;49;9
60809;Lubelskie;gm. NiedŸwiada;4981;2073;21;290;5;;;1543;44;82;76;12
60810;Lubelskie;gm. Ostrów Lubelski;4290;1903;22;399;14;;;1271;37;82;65;13
60811;Lubelskie;gm. Ostrówek;3121;1248;17;247;3;;;871;14;54;37;5
60812;Lubelskie;gm. Serniki;3982;1835;20;230;9;;;1383;29;95;57;12
60813;Lubelskie;gm. Uœcimów;2585;1043;10;209;10;;;728;13;28;28;17
60901;Lubelskie;gm. Be³¿yce;10695;4488;49;1052;31;;;2890;67;179;178;42
60902;Lubelskie;gm. Borzechów;3151;1513;19;278;8;;;1069;9;49;73;8
60903;Lubelskie;gm. Bychawa;9494;3914;46;826;23;;;2606;58;198;123;34
60904;Lubelskie;gm. Garbów;7224;3251;36;634;17;;;2121;99;162;148;34
60905;Lubelskie;gm. G³usk;8511;4193;38;1350;27;;;2198;123;217;189;51
60906;Lubelskie;gm. Jab³onna;6423;2425;16;544;21;;;1592;53;114;77;8
60907;Lubelskie;gm. Jastków;10843;5562;51;1602;25;;;3213;195;242;194;40
60908;Lubelskie;gm. Konopnica;10890;5482;41;2183;26;;;2472;192;318;215;35
60909;Lubelskie;gm. Krzczonów;3818;1602;19;347;8;;;1080;36;44;58;10
60910;Lubelskie;gm. Niedrzwica Du¿a;9205;4120;71;876;24;;;2580;115;255;161;38
60911;Lubelskie;gm. Niemce;15288;7244;68;2176;49;;;4027;224;368;276;56
60912;Lubelskie;gm. Strzy¿ewice;6251;2626;31;664;12;;;1596;61;135;107;20
60913;Lubelskie;gm. Wojciechów;4764;2006;26;429;12;;;1332;48;86;61;12
60914;Lubelskie;gm. Wólka;9143;4344;51;1266;26;;;2344;158;269;185;45
60915;Lubelskie;gm. Wysokie;3884;1684;9;316;14;;;1264;16;31;28;6
60916;Lubelskie;gm. Zakrzew;2475;1031;6;142;8;;;798;7;27;36;7
61001;Lubelskie;gm. Cyców;6122;2331;26;498;17;;;1550;57;96;73;14
61002;Lubelskie;gm. Ludwin;4317;1677;29;356;12;;;1085;41;75;71;8
61003;Lubelskie;gm. £êczna;18225;8268;73;2155;53;;;4834;275;471;323;84
61004;Lubelskie;gm. Milejów;7206;2544;35;554;12;;;1635;73;121;102;12
61005;Lubelskie;gm. Puchaczów;4389;1915;14;348;10;;;1319;45;103;68;8
61006;Lubelskie;gm. Spiczyn;4494;1659;23;398;9;;;974;35;126;77;17
61101;Lubelskie;m. £uków;23319;10724;109;2920;80;;;6195;363;514;447;96
61102;Lubelskie;m. Stoczek £ukowski;2092;964;10;242;8;;;596;30;39;35;4
61103;Lubelskie;gm. Adamów;4505;1785;28;305;12;;;1262;40;62;70;6
61104;Lubelskie;gm. Krzywda;8131;3041;57;420;20;;;2236;58;117;122;11
61105;Lubelskie;gm. £uków;13662;5915;79;765;49;;;4466;88;231;207;30
61106;Lubelskie;gm. Serokomla;3265;1251;22;146;12;;;954;21;51;39;6
61107;Lubelskie;gm. Stanin;7587;3062;70;448;23;;;2295;41;87;78;20
61108;Lubelskie;gm. Stoczek £ukowski;6388;2712;43;262;13;;;2197;35;83;68;11
61109;Lubelskie;gm. Trzebieszów;5894;3048;39;211;16;;;2539;31;128;72;12
61110;Lubelskie;gm. Wojcieszków;5429;2085;29;272;18;;;1607;28;51;73;7
61111;Lubelskie;gm. Wola Mys³owska;3952;1559;30;177;12;;;1211;23;52;47;7
61201;Lubelskie;gm. Chodel;5267;2092;32;268;3;;;1422;18;88;251;10
61202;Lubelskie;gm. Józefów nad Wis³¹;5414;2079;23;423;14;;;1366;48;76;112;17
61203;Lubelskie;gm. Karczmiska;4623;1644;28;411;9;;;1005;40;66;71;14
61204;Lubelskie;gm. £aziska;4024;1496;19;303;5;;;996;32;62;74;5
61205;Lubelskie;gm. Opole Lubelskie;14520;5515;76;1330;45;;;3301;215;226;291;31
61206;Lubelskie;gm. Poniatowa;11615;4924;51;1394;24;;;3009;121;151;148;26
61207;Lubelskie;gm. Wilków;3718;1533;21;247;13;;;1126;27;45;48;6
61301;Lubelskie;gm. Dêbowa K³oda;3306;1196;24;319;5;;;722;27;43;51;5
61302;Lubelskie;gm. Jab³oñ;3099;1373;19;229;8;;;895;24;96;96;6
61303;Lubelskie;gm. Milanów;3102;1232;28;218;7;;;805;30;56;78;10
61304;Lubelskie;gm. Parczew;11931;4946;46;1599;45;;;2680;151;204;190;31
61305;Lubelskie;gm. Podedwórze;1429;598;13;135;2;;;366;8;37;33;4
61306;Lubelskie;gm. Siemieñ;3755;1455;14;256;9;;;1022;27;53;69;5
61307;Lubelskie;gm. Sosnowica;2159;841;13;222;6;;;496;23;29;44;8
61401;Lubelskie;m. Pu³awy;38487;18858;146;7205;176;;;8678;986;831;658;178
61402;Lubelskie;gm. Baranów;3326;1367;32;217;13;;;928;46;73;53;5
61403;Lubelskie;gm. Janowiec;3106;1391;20;363;5;;;825;57;52;56;13
61404;Lubelskie;gm. Kazimierz Dolny;5836;2502;30;742;25;;;1390;98;90;106;21
61405;Lubelskie;gm. Koñskowola;7246;3202;36;699;21;;;1993;105;166;152;30
61406;Lubelskie;gm. Kurów;6243;2680;31;543;30;;;1700;92;162;101;21
61407;Lubelskie;gm. Markuszów;2416;1024;12;185;7;;;679;25;49;56;11
61408;Lubelskie;gm. Na³êczów;8352;4185;50;1226;33;;;2349;155;194;146;32
61409;Lubelskie;gm. Pu³awy;9767;4199;62;1016;48;;;2517;176;173;169;38
61410;Lubelskie;gm. W¹wolnica;3868;1631;31;226;22;;;1100;37;133;70;12
61411;Lubelskie;gm. ¯yrzyn;5294;2346;45;411;23;;;1613;55;114;70;15
61501;Lubelskie;m. Radzyñ Podlaski;12670;5785;61;1738;41;;;3244;164;257;215;65
61502;Lubelskie;gm. Borki;4924;1761;16;338;4;;;1266;41;54;40;2
61503;Lubelskie;gm. Czemierniki;3535;1585;20;322;10;;;1088;34;63;40;8
61504;Lubelskie;gm. K¹kolewnica;6553;2686;31;302;9;;;2069;34;107;72;62
61505;Lubelskie;gm. Komarówka Podlaska;3646;1438;16;282;12;;;957;22;78;61;10
61506;Lubelskie;gm. Radzyñ Podlaski;6524;2648;27;386;9;;;1992;44;107;73;10
61507;Lubelskie;gm. Ulan-Majorat;4783;2060;27;216;10;;;1667;20;59;54;7
61508;Lubelskie;gm. Wohyñ;5598;2029;35;376;12;;;1345;56;98;93;14
61601;Lubelskie;m. Dêblin;12897;5772;43;1971;56;;;2856;344;250;209;43
61602;Lubelskie;gm. K³oczew;5691;2540;34;225;16;;;2024;48;87;93;13
61603;Lubelskie;gm. Nowodwór;3348;1500;30;182;7;;;1165;13;33;66;4
61604;Lubelskie;gm. Ryki;16629;7231;70;1873;62;;;4285;290;293;330;28
61605;Lubelskie;gm. Stê¿yca;4283;1864;22;433;11;;;1228;55;45;62;8
61606;Lubelskie;gm. U³ê¿;2692;1163;25;248;10;;;719;38;45;73;5
61701;Lubelskie;m. Œwidnik;31153;14956;129;4782;142;;;7499;679;1050;558;117
61702;Lubelskie;gm. Me³giew;7623;3359;39;817;27;;;2055;89;194;117;21
61703;Lubelskie;gm. Piaski;8535;3588;37;1018;25;;;2197;82;126;88;15
61704;Lubelskie;gm. Rybczewice;2911;1232;12;173;7;;;924;17;57;36;6
61705;Lubelskie;gm. Trawniki;7208;2616;29;473;33;;;1817;66;104;82;12
61801;Lubelskie;m. Tomaszów Lubelski;15991;7270;70;2242;44;;;3785;233;314;538;44
61802;Lubelskie;gm. Be³¿ec;2682;991;28;203;8;;;626;39;28;52;7
61803;Lubelskie;gm. Jarczów;2898;1082;10;152;4;;;824;12;25;48;7
61804;Lubelskie;gm. Krynice;2754;1098;13;180;5;;;774;16;29;77;4
61805;Lubelskie;gm. Lubycza Królewska;5028;1527;24;380;13;;;878;36;72;117;7
61806;Lubelskie;gm. £aszczów;5077;1909;29;388;18;;;1307;55;28;78;6
61807;Lubelskie;gm. Rachanie;4421;1706;28;192;8;;;1252;30;69;119;8
61808;Lubelskie;gm. Susiec;6254;2504;26;494;13;;;1737;35;56;129;14
61809;Lubelskie;gm. Tarnawatka;3205;1275;14;148;11;;;972;21;53;51;5
61810;Lubelskie;gm. Telatyn;3336;1259;19;193;11;;;878;14;52;82;10
61811;Lubelskie;gm. Tomaszów Lubelski;9221;3746;41;565;22;;;2594;73;170;270;11
61812;Lubelskie;gm. Tyszowce;4775;1727;24;278;10;;;1239;29;41;101;5
61813;Lubelskie;gm. Ulhówek;4024;1369;28;224;7;;;951;35;31;90;3
61901;Lubelskie;m. W³odawa;11197;4780;55;1963;41;;;2130;210;178;173;30
61902;Lubelskie;gm. Hanna;2497;947;19;246;5;;;552;27;42;50;6
61903;Lubelskie;gm. Hañsk;3021;1100;20;321;10;;;635;30;41;34;9
61904;Lubelskie;gm. Stary Brus;1785;763;6;160;5;;;530;25;17;17;3
61905;Lubelskie;gm. Urszulin;3418;1473;24;362;7;;;950;36;51;38;5
61906;Lubelskie;gm. W³odawa;4929;1888;25;606;22;;;1006;59;87;66;17
61907;Lubelskie;gm. Wola Uhruska;3290;1276;28;351;11;;;768;30;44;36;8
61908;Lubelskie;gm. Wyryki;2219;809;19;202;10;;;495;21;28;31;3
62001;Lubelskie;gm. Adamów;4027;1587;18;217;14;;;1191;29;38;78;2
62002;Lubelskie;gm. Grabowiec;3489;1266;15;161;7;;;961;30;37;54;1
62003;Lubelskie;gm. Komarów-Osada;4246;1880;41;467;7;;;1205;27;49;72;12
62004;Lubelskie;gm. Krasnobród;5919;2760;30;379;11;;;2077;54;80;123;6
62005;Lubelskie;gm. £abunie;5107;2231;21;263;8;;;1669;46;75;142;7
62006;Lubelskie;gm. Mi¹czyn;4788;1745;34;328;9;;;1222;38;47;63;4
62007;Lubelskie;gm. Nielisz;4744;1708;22;274;7;;;1221;28;30;119;7
62008;Lubelskie;gm. Radecznica;4930;2018;27;233;3;;;1562;24;79;86;4
62009;Lubelskie;gm. Sitno;5466;2261;26;278;14;;;1674;35;72;152;10
62010;Lubelskie;gm. Skierbieszów;4282;1746;29;209;12;;;1320;32;67;69;8
62011;Lubelskie;gm. Stary Zamoœæ;4340;1912;29;300;11;;;1369;33;60;101;9
62012;Lubelskie;gm. Su³ów;3802;1370;16;194;11;;;996;34;46;69;4
62013;Lubelskie;gm. Szczebrzeszyn;9325;3516;47;660;20;;;2387;100;137;146;19
62014;Lubelskie;gm. Zamoœæ;18725;8181;79;1805;51;;;4913;256;369;645;63
62015;Lubelskie;gm. Zwierzyniec;5646;2230;26;626;18;;;1309;82;65;86;18
66101;Lubelskie;m. Bia³a Podlaska;45553;21013;134;8490;101;;;10090;536;974;569;119
66201;Lubelskie;m. Che³m;51246;22179;215;8235;151;;;10580;986;968;921;123
66301;Lubelskie;m. Lublin;262001;135599;837;57378;1179;;;57754;5734;6956;4504;1257
66401;Lubelskie;m. Zamoœæ;51665;22754;193;7696;165;;;11188;923;871;1587;131
80101;Lubuskie;m. Kostrzyn nad Odr¹;13364;5661;56;2819;72;;;1810;492;252;160;
80102;Lubuskie;gm. Bogdaniec;5456;2153;21;897;24;;;963;143;55;50;
80103;Lubuskie;gm. Deszczno;7433;2899;24;1182;31;;;1287;191;90;94;
80104;Lubuskie;gm. K³odawa;6599;3291;35;1753;38;;;1016;221;144;84;
80105;Lubuskie;gm. Lubiszyn;5353;1891;15;777;24;;;789;155;68;63;
80106;Lubuskie;gm. Santok;6695;2535;21;1108;25;;;1035;178;97;71;
80107;Lubuskie;gm. Witnica;9924;3318;51;1208;39;;;1514;254;141;111;
80201;Lubuskie;m. Gubin;12801;4956;42;2651;67;;;1348;448;213;187;
80202;Lubuskie;gm. Bobrowice;2595;897;16;359;7;;;379;52;38;46;
80203;Lubuskie;gm. Bytnica;1986;575;8;215;14;;;254;39;24;21;
80204;Lubuskie;gm. D¹bie;3922;1177;28;416;9;;;544;71;47;62;
80205;Lubuskie;gm. Gubin;5779;1746;18;639;30;;;738;140;77;104;
80206;Lubuskie;gm. Krosno Odrzañskie;14123;5545;56;2755;56;;;1942;343;207;186;
80207;Lubuskie;gm. Maszewo;2251;661;8;231;5;;;343;38;18;18;
80301;Lubuskie;gm. Bledzew;3518;1213;20;555;13;;;518;44;31;32;
80302;Lubuskie;gm. Miêdzyrzecz;19997;8041;69;4109;95;;;2648;557;288;275;
80303;Lubuskie;gm. Przytoczna;4435;1574;26;697;16;;;621;100;47;67;
80304;Lubuskie;gm. Pszczew;3447;1347;31;518;18;;;569;90;75;46;
80305;Lubuskie;gm. Skwierzyna;9706;3816;59;1737;54;;;1435;272;136;123;
80306;Lubuskie;gm. Trzciel;5157;1861;32;767;16;;;785;139;61;61;
80401;Lubuskie;m. Nowa Sól;29571;13024;73;6355;112;;;4787;797;501;399;
80402;Lubuskie;gm. Bytom Odrzañski;4252;1621;18;727;18;;;627;108;67;56;
80403;Lubuskie;gm. Kolsko;2689;933;15;303;14;;;478;53;37;33;
80404;Lubuskie;gm. Ko¿uchów;12420;4421;38;1903;48;;;1867;276;163;126;
80405;Lubuskie;gm. Nowa Sól;5496;2098;26;797;20;;;987;102;95;71;
80406;Lubuskie;gm. Nowe Miasteczko;4221;1470;16;498;14;;;786;73;34;49;
80407;Lubuskie;gm. Otyñ;5435;2054;31;894;18;;;852;101;82;76;
80408;Lubuskie;gm. Siedlisko;2742;870;3;289;5;;;476;53;23;21;
80501;Lubuskie;gm. Cybinka;5205;1665;25;664;12;;;751;99;56;58;
80502;Lubuskie;gm. Górzyca;3295;1056;27;371;12;;;489;59;50;48;
80503;Lubuskie;gm. Oœno Lubuskie;5022;1805;33;859;28;;;642;109;70;64;
80504;Lubuskie;gm. Rzepin;7566;2782;33;1285;26;;;1090;188;90;70;
80505;Lubuskie;gm. S³ubice;15116;6030;50;3327;57;;;1717;491;226;162;
80601;Lubuskie;gm. Dobiegniew;5332;1907;21;773;21;;;865;105;58;64;
80602;Lubuskie;gm. Drezdenko;13593;5024;53;2146;49;;;2187;275;184;130;
80603;Lubuskie;gm. Stare Kurowo;3221;951;16;374;14;;;458;45;22;22;
80604;Lubuskie;gm. Strzelce Krajeñskie;13379;4893;45;2401;64;;;1842;290;137;114;
80605;Lubuskie;gm. Zwierzyn;3440;1031;15;352;12;;;514;68;29;41;
80701;Lubuskie;gm. Krzeszyce;3722;1320;17;511;12;;;624;47;74;35;
80702;Lubuskie;gm. Lubniewice;2589;936;10;396;17;;;392;78;25;18;
80703;Lubuskie;gm. S³oñsk;3914;1237;22;472;16;;;583;72;38;34;
80704;Lubuskie;gm. Sulêcin;12078;4773;53;1954;59;;;2101;281;186;139;
80705;Lubuskie;gm. Torzym;5325;1692;20;683;21;;;680;149;71;68;
80801;Lubuskie;gm. Lubrza;2816;952;7;405;10;;;372;83;42;33;
80802;Lubuskie;gm. £agów;4105;1418;12;616;27;;;559;72;77;55;
80803;Lubuskie;gm. Sk¹pe;4030;1425;19;622;19;;;550;106;69;40;
80804;Lubuskie;gm. Szczaniec;3131;1170;17;360;18;;;613;73;45;44;
80805;Lubuskie;gm. Œwiebodzin;22949;9239;66;4314;125;;;3447;591;409;287;
80806;Lubuskie;gm. Zb¹szynek;6486;2724;22;1309;45;;;937;199;89;123;
80901;Lubuskie;gm. Babimost;4905;1971;17;937;30;;;719;114;79;75;
80902;Lubuskie;gm. Bojad³a;2637;842;16;332;12;;;350;55;41;36;
80903;Lubuskie;gm. Czerwieñsk;7691;2994;24;1390;35;;;1084;231;134;96;
80904;Lubuskie;gm. Kargowa;4638;1673;16;829;17;;;601;114;39;57;
80905;Lubuskie;gm. Nowogród Bobrzañski;8075;2912;50;1297;37;;;1066;224;111;127;
80906;Lubuskie;gm. Sulechów;20109;8443;63;4090;100;;;2913;631;372;274;
80907;Lubuskie;gm. Œwidnica;5176;2301;17;1233;36;;;704;195;60;56;
80908;Lubuskie;gm. Trzebiechów;2585;800;23;322;12;;;323;57;40;23;
80909;Lubuskie;gm. Zabór;3301;1403;15;754;19;;;384;134;53;44;
81001;Lubuskie;m. Gozdnica;2470;810;3;316;14;;;360;69;30;18;
81002;Lubuskie;m. ¯agañ;19756;8160;45;4089;97;;;2806;585;297;241;
81003;Lubuskie;gm. BrzeŸnica;2917;1029;19;316;13;;;545;48;52;36;
